V_THD_L1_kocos_210,V_THD_L2_kocos_210,V_THD_L3_kocos_210,I_THD_L1_kocos_210,I_THD_L2_kocos_210,I_THD_L3_kocos_210,E_kocos_210,T_kocos_210,P_kocos_210,Q_kocos_210,I_L1_kocos_210,I_L2_kocos_210,I_L3_kocos_210,V_L1_kocos_210,V_L2_kocos_210,V_L3_kocos_210,ChargingEnabled_WL_H,I_Setpoint_WL_H,epoch
3.09587121009827,3.17758989334106,2.98270177841187,28.5520172119141,18.671838760376,13.0854291915894,579.908142089844,24.9153881072998,0.00631589031219483,-0.0318632011413574,0.0696236416697502,0.0702802464365959,0.113021418452263,236.763397216797,237.212783813477,237.241516113281,0,0,1695121066907
3.10293459892273,3.17087125778198,2.98871517181396,29.5493278503418,16.8648071289063,12.962797164917,579.908142089844,24.9240589141846,0.00644006586074829,-0.0325436172485352,0.0453997887670994,0.0788626745343208,0.0843906328082085,236.763397216797,237.212783813477,237.239349365234,0,0,1695121067409
3.11764693260193,3.1907274723053,3.00541591644287,32.0456123352051,18.4002285003662,14.692985534668,579.908142089844,24.9153995513916,0.00648514699935913,-0.0322053565979004,0.0507004410028458,0.0686185508966446,0.105999246239662,236.82209777832,237.211029052734,237.237243652344,0,0,1695121067908
3.12433433532715,3.19580125808716,3.01166200637817,33.0990180969238,18.0432262420654,13.4267225265503,579.908142089844,24.9172134399414,0.00717953538894653,-0.0322053565979004,0.0507004410028458,0.0686185508966446,0.105999246239662,236.800811767578,237.162902832031,237.237243652344,0,0,1695121068412
3.1313636302948,3.20688414573669,3.01819682121277,28.2567329406738,17.008731842041,13.1438989639282,579.908142089844,24.92112159729,0.00573361301422119,-0.0314025764465332,0.0367717519402504,0.0606887526810169,0.10374591499567,236.814208984375,237.259948730469,237.223052978516,0,0,1695121068908
3.10524749755859,3.17703104019165,2.98293304443359,31.4376316070557,16.7220401763916,13.2187957763672,579.908142089844,24.9143829345703,0.00492452335357666,-0.0321094627380371,0.0474508516490459,0.0661136955022812,0.0959478467702866,236.834564208984,237.21875,237.264022827148,0,0,1695121069415
3.07199835777283,3.16022372245789,2.95209789276123,30.6830234527588,16.8813800811768,14.0475597381592,579.908142089844,24.9182758331299,0.00714629793167114,-0.0313083686828613,0.0474508516490459,0.0661136955022812,0.0959478467702866,236.00016784668,236.370971679687,237.223159790039,0,0,1695121069923
3.0837996006012,3.16650390625,2.96437501907349,29.1304264068604,18.7872200012207,14.0556678771973,579.908142089844,24.9125423431396,0.00681278419494629,-0.0316186141967774,0.0633172914385796,0.0919194146990776,0.0724624693393707,236.162994384766,236.538375854492,236.440460205078,0,0,1695121070437
3.08737134933472,3.17240619659424,2.97957563400269,28.2322444915771,17.1272926330566,13.1436710357666,579.908142089844,24.9039726257324,0.00577142906188965,-0.032819091796875,0.0375045761466026,0.0946227684617042,0.0760881900787354,236.75178527832,237.177200317383,236.564300537109,0,0,1695121070942
3.06411266326904,3.15350770950317,2.96332836151123,30.0301551818848,16.3845539093018,13.0910987854004,579.908142089844,24.9154014587402,0.00578061723709106,-0.0328699798583984,0.0375045761466026,0.0647788345813751,0.0935358628630638,236.764144897461,237.109008789063,237.19856262207,0,0,1695121071448
3.09428524971008,3.17520689964294,2.98708248138428,28.6800765991211,18.3860340118408,14.6429328918457,579.908142089844,24.9239826202393,0.00516140174865723,-0.0311037006378174,0.0317502655088902,0.0897774994373322,0.0726885870099068,236.735473632812,237.155120849609,237.196075439453,0,0,1695121071961
3.11795091629028,3.19729781150818,3.00678420066833,30.7791271209717,17.2567081451416,13.024341583252,579.908142089844,24.9153995513916,0.00580359840393066,-0.0323812446594238,0.0379308760166168,0.0622428692877293,0.0721785798668861,236.685409545898,237.146926879883,237.16943359375,0,0,1695121072475
3.10758495330811,3.19395065307617,2.99768400192261,30.3062133789062,17.2914733886719,13.0026454925537,579.908142089844,24.9096813201904,0.00601831436157227,-0.0326359138488769,0.052790954709053,0.0702659711241722,0.0715156868100166,236.709487915039,237.193603515625,237.114440917969,0,0,1695121072980
3.11161541938782,3.16394019126892,3.00214695930481,29.0341262817383,17.8285675048828,13.6430854797363,579.908142089844,24.9068298339844,0.00508716201782227,-0.0319289875030518,0.042259156703949,0.0686854422092438,0.0817537605762482,236.731430053711,237.120330810547,237.120010375977,0,0,1695121073504
3.14139795303345,3.20840072631836,3.02593278884888,32.3898124694824,16.656156539917,13.562520980835,579.908142089844,24.9039726257324,0.00692051315307617,-0.0321938743591309,0.0534866824746132,0.0977068990468979,0.0687905997037888,236.673248291016,237.040679931641,237.074523925781,0,0,1695121074005
3.14265203475952,3.20711517333984,3.02990388870239,29.5590782165527,17.8888187408447,12.6049652099609,579.908142089844,24.9095878601074,0.00564207077026367,-0.0318616714477539,0.0414185412228107,0.0685881897807121,0.0914624854922295,236.677734375,237.075653076172,237.054794311523,0,0,1695121074517
3.14265203475952,3.20711517333984,3.02990388870239,29.5590782165527,17.8888187408447,12.6049652099609,579.908142089844,24.9095878601074,0.00564207077026367,-0.0318616714477539,0.0344082191586494,0.0855403691530228,0.0866904780268669,236.677734375,237.075653076172,237.054794311523,0,0,1695121075020
3.14265203475952,3.20711517333984,3.02990388870239,29.5590782165527,17.8888187408447,12.6049652099609,579.908142089844,24.9095878601074,0.00564207077026367,-0.0311319122314453,0.0344082191586494,0.0855403691530228,0.0866904780268669,236.677734375,237.075653076172,237.054794311523,0,0,1695121075520
3.14265203475952,3.20711517333984,3.02990388870239,29.5590782165527,17.8888187408447,12.6049652099609,579.908142089844,24.9095878601074,0.00564207077026367,-0.0311319122314453,0.0344082191586494,0.0855403691530228,0.0866904780268669,236.677734375,237.075653076172,237.054794311523,0,0,1695121076024
3.14265203475952,3.20711517333984,2.99928784370422,29.5590782165527,16.8733787536621,14.3415660858154,579.908142089844,24.9080791473389,0.0075201849937439,-0.0311319122314453,0.0344082191586494,0.0855403691530228,0.0866904780268669,236.677734375,237.075653076172,237.054794311523,0,0,1695121076526
3.115797996521,3.18820142745972,2.99928784370422,27.5013027191162,16.8733787536621,14.3415660858154,579.908142089844,24.9080791473389,0.0075201849937439,-0.0311319122314453,0.0344082191586494,0.0855403691530228,0.0866904780268669,236.671173095703,237.108673095703,237.039901733398,0,0,1695121077021
3.115797996521,3.18820142745972,2.99928784370422,27.5013027191162,16.8733787536621,14.3415660858154,579.908142089844,24.9080791473389,0.0075201849937439,-0.0311319122314453,0.0344082191586494,0.0855403691530228,0.0775231570005417,236.671173095703,237.108673095703,237.039901733398,0,0,1695121077529
3.115797996521,3.18820142745972,2.99928784370422,27.5013027191162,16.8733787536621,13.0646333694458,579.908142089844,24.9125328063965,0.00495673274993897,-0.0309539928436279,0.0694189965724945,0.0633254125714302,0.0775231570005417,236.671173095703,237.108673095703,237.039901733398,0,0,1695121078027
3.115797996521,3.18820142745972,2.99109148979187,27.5013027191162,19.6664505004883,13.0646333694458,579.908142089844,24.9125328063965,0.00495673274993897,-0.0309539928436279,0.0694189965724945,0.0633254125714302,0.0775231570005417,236.671173095703,237.108673095703,237.039901733398,0,0,1695121078536
3.09330034255981,3.16412234306335,2.99109148979187,31.4363994598389,19.6664505004883,13.0646333694458,579.908142089844,24.9125328063965,0.00495673274993897,-0.0309539928436279,0.0694189965724945,0.0633254125714302,0.0775231570005417,236.719451904297,237.145309448242,237.039901733398,0,0,1695121079035
3.1032567024231,3.17822575569153,2.99904990196228,29.86403465271,17.7871742248535,12.6896352767944,579.908142089844,24.9096908569336,0.00554496479034424,-0.0330364303588867,0.0490867644548416,0.122218534350395,0.0731147229671478,236.698944091797,237.046020507813,237.04606628418,0,0,1695121079535
3.09824585914612,3.18489456176758,3.00221157073975,30.4606132507324,16.1032485961914,14.1027736663818,579.908142089844,24.9068279266357,0.00678401327133179,-0.0317293510437012,0.0340361595153809,0.0962582230567932,0.0886308550834656,236.709182739258,237.062606811523,237.065551757812,0,0,1695121080042
3.10250544548035,3.20662808418274,3.01590776443481,27.4400596618652,17.6693439483643,13.2883939743042,579.908142089844,24.9068279266357,0.00451600217819214,-0.0331126670837402,0.0647471398115158,0.0562271252274513,0.107787974178791,236.709869384766,237.107345581055,237.058715820312,0,0,1695121080552
3.08835291862488,3.17366075515747,2.99015426635742,29.4193630218506,17.3759899139404,14.5369243621826,579.908142089844,24.9083099365234,0.00658287525177002,-0.0319642696380615,0.0476738400757313,0.0785549059510231,0.0813939124345779,236.721038818359,237.100311279297,237.106521606445,0,0,1695121081044
3.06943202018738,3.16796183586121,2.97193312644958,32.539379119873,16.3117427825928,13.2319583892822,579.908142089844,24.9123973846436,0.00585853338241577,-0.0320947074890137,0.0568863302469254,0.058972604572773,0.076810359954834,236.810943603516,237.154403686523,237.12712097168,0,0,1695121081547
3.05601477622986,3.13711714744568,2.94936227798462,30.0506553649902,16.960033416748,13.3347482681274,579.908142089844,24.9039726257324,0.00492570018768311,-0.0327475090026855,0.0640206187963486,0.067306749522686,0.101389534771442,236.826477050781,237.192962646484,237.193161010742,0,0,1695121082047
3.05601477622986,3.13711714744568,2.94936227798462,30.0506553649902,16.960033416748,13.3347482681274,579.908142089844,24.9039726257324,0.00492570018768311,-0.0327475090026855,0.0640206187963486,0.067306749522686,0.101389534771442,236.791961669922,237.192962646484,237.193161010742,0,0,1695121082556
3.0752260684967,3.15330958366394,2.96321177482605,30.6230964660645,16.0967788696289,13.800989151001,579.908142089844,24.9039726257324,0.00591202640533447,-0.0322895431518555,0.0512388795614243,0.0624447651207447,0.0700010731816292,236.791961669922,237.220809936523,237.215896606445,0,0,1695121083068
3.0791609287262,3.16647434234619,2.98821687698364,28.512243270874,15.5588607788086,12.9014205932617,579.908142089844,24.9068222045898,0.00672216892242432,-0.0316456508636475,0.052414707839489,0.0787507295608521,0.0733581036329269,236.770874023437,237.206283569336,237.101913452148,0,0,1695121083568
3.0791609287262,3.16647434234619,2.96780014038086,28.512243270874,16.522331237793,13.8794498443604,579.908142089844,24.9142303466797,0.00638457822799683,-0.032552001953125,0.0382141806185246,0.0926310271024704,0.0860400423407555,236.770874023437,237.206283569336,237.172882080078,0,0,1695121084065
