V_THD_L1_kocos_200,V_THD_L2_kocos_200,V_THD_L3_kocos_200,I_THD_L1_kocos_200,I_THD_L2_kocos_200,I_THD_L3_kocos_200,E_kocos_200,T_kocos_200,P_kocos_200,Q_kocos_200,I_L1_kocos_200,I_L2_kocos_200,I_L3_kocos_200,V_L1_kocos_200,V_L2_kocos_200,V_L3_kocos_200,ConnectorType_ID2,STATE_ID2,ChargeState_ID2,SoC_ID2,Capacity_EV_ID2,Output_Voltage_ID2,Output_Current_ID2,Output_Power_ID2,AC_Power_set_ID2,ConnectorType_ID3,STATE_ID3,ChargeState_ID3,SoC_ID3,Capacity_EV_ID3,Output_Voltage_ID3,Output_Current_ID3,Output_Power_ID3,AC_Power_set_ID3,ConnectorType_ID4,STATE_ID4,ChargeState_ID4,Output_Voltage_ID4,Output_Current_ID4,Output_Power_ID4,AC_Power_set_ID4,epoch
3.12279748916626,3.17590093612671,2.98799109458923,75.0527420043945,20.3955478668213,29.4306755065918,352.193817138672,24.1803150177002,0.0205216598510742,-0.10476692199707,0.28320586681366,0.175617814064026,0.122146457433701,235.103973388672,235.366104125977,235.202651977539,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.0104807130992413,1.65199991315603e-05,0,1693481453281
3.0921139717102,3.14256072044373,2.95170545578003,73.8277893066406,19.6052265167236,28.6473217010498,352.193817138672,24.2098407745361,0.0216884670257568,-0.105199569702148,0.278371423482895,0.169842123985291,0.121237739920616,235.038848876953,235.28385925293,235.20263671875,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.0104807130992413,1.65199991315603e-05,0,1693481453788
3.1064829826355,3.14967513084412,2.95980381965637,73.9120788574219,20.0102157592773,29.4897937774658,352.193817138672,24.2177715301514,0.0213516139984131,-0.105039886474609,0.28716242313385,0.182233929634094,0.120107769966125,235.051376342773,235.278259277344,235.211212158203,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.0100614847615361,0,0,1693481454295
3.1064829826355,3.16071438789368,2.96930027008057,72.743049621582,19.8471813201904,28.5722675323486,352.193817138672,24.1976737976074,0.0210680923461914,-0.106363807678223,0.28480252623558,0.176683455705643,0.126982718706131,235.05143737793,235.298095703125,235.202941894531,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.0100614847615361,0,0,1693481454795
3.08982229232788,3.13866424560547,2.94789719581604,72.3607025146484,19.5449848175049,28.6170692443848,352.193817138672,24.2227210998535,0.0217157001495361,-0.106518981933594,0.285055190324783,0.170940428972244,0.119462996721268,235.013366699219,235.262222290039,235.158447265625,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.00975512526929378,1.65199991315603e-05,0,1693481455297
3.10473847389221,3.15724468231201,2.95961880683899,75.0918655395508,19.848274230957,28.9116973876953,352.193817138672,24.2023048400879,0.0207325534820557,-0.104487823486328,0.278452724218369,0.173745423555374,0.122022710740566,235.005218505859,235.257873535156,235.129013061523,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.00975512526929378,1.65199991315603e-05,0,1693481455800
3.10473847389221,3.15724468231201,2.95961880683899,75.0918655395508,19.6506118774414,28.2887020111084,352.193817138672,24.2238578796387,0.0208028945922852,-0.105184562683105,0.279964029788971,0.169139936566353,0.121232658624649,235.006774902344,235.272979736328,235.158905029297,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.00991636700928211,8.25999956578016e-06,0,1693481456302
3.10713195800781,3.14952993392944,2.96108222007751,73.338737487793,19.6343212127686,28.4939651489258,352.193817138672,24.2242870330811,0.02120849609375,-0.105899688720703,0.288073778152466,0.170207902789116,0.121755912899971,235.006912231445,235.233139038086,235.170272827148,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.00991636700928211,8.25999956578016e-06,0,1693481456804
3.10713195800781,3.14952993392944,2.96108222007751,73.338737487793,19.8222255706787,28.9839019775391,352.193817138672,24.2395210266113,0.0211480560302734,-0.10548942565918,0.282705724239349,0.173791855573654,0.117597855627537,235.006912231445,235.233139038086,235.183303833008,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.0102872233837843,8.25999956578016e-06,0,1693481457311
3.09568071365356,3.14927577972412,2.95664143562317,74.6379852294922,20.38720703125,28.2622699737549,352.193817138672,24.2254505157471,0.0206053943634033,-0.105081512451172,0.278769075870514,0.173881143331528,0.120242275297642,234.988983154297,235.250152587891,235.127456665039,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,5,0,0.0102872233837843,8.25999956578016e-06,0,1693481457817
